id,kurs_tamamlama_durumu,kursa_katilim_gun_sayisi,CP_c12,CP_c13
66382032,Yes,91.0,,
66303010,,,,
67573031,Yes,80.0,,
64295002,,,,
65984099,No,,,
65240086,Yes,26.0,,
64186002,,,,
64263025,,,,
67799008,,,,
64352040,Yes,25.0,,
64392028,Yes,67.0,,
66837006,,,,
64392017,Yes,67.0,,
67460013,,,,
64352011,,,,
65232004,,,,
68304097,No,,,
64297019,,,,
68302037,No,,,
67805018,No,18.0,,
66264010,,,,
67843004,,,,
68304024,,,,
65358162,Yes,61.0,,
67577016,,,,
68097012,,,,
68097025,,,,
64330026,Yes,25.0,,
66837006,,,,
68119008,,,,
67579013,,,,
67843050,Yes,,,
64174003,Yes,56.0,,
65749036,No,,,
65211036,Yes,25.0,,
68158026,,,,
65240088,Yes,26.0,,
67579014,,,,
65687023,Yes,75.0,,
68233031,Yes,69.0,,
60984001,,,,
68304072,Yes,53.0,,
66837006,,,,
65294024,Yes,33.0,,
65179028,Yes,51.0,,
63066043,Yes,47.0,,
64330028,No,,,
65240063,Yes,25.0,,
67843012,,,,
65293013,,,,
67803050,Yes,88.0,,
65240079,Yes,23.0,,
67683017,,,,
66837006,,,,
63066017,,,,
65987004,,,,
64329003,,,,
61177011,,,,
67288017,,,,
65473010,,,,
65984073,Yes,93.0,,
67460009,,,,
67407050,Yes,88.0,,
63066002,,,,
65987002,,,,
66086024,,,,
67577029,Yes,79.0,,
66264027,Yes,12.0,,
68232004,,,,
64373028,Yes,44.0,,
65240081,No,,,
65043006,,,,
64354020,,,,
68232044,Yes,72.0,,
60929027,Yes,59.0,,
64343020,,,,
64329025,Yes,29.0,,
67786041,Yes,37.0,,
66922004,,,,
67799007,,,,
66922035,,,,
67032042,Yes,49.0,,
60983018,Yes,58.0,,
67826042,Yes,58.0,,
65481005,,,,
67573050,Yes,80.0,,
64336037,Yes,31.0,,
65987031,Yes,53.0,,
64281030,No,,,
64354019,,,,
65988037,Yes,53.0,,
64260026,Yes,56.0,,
68444024,,,,
64330011,,,,
65984023,,,,
64248032,Yes,32.0,,
64281030,No,,,
68304011,,,,
64431003,,,,
68302066,No,,,
65358065,,,,
64431021,,,,
67700027,Yes,47.0,,
64337032,No,9.0,,
65043036,No,,,
65358071,,,,
64283026,Yes,35.0,,
61177014,,,,
65434004,,,,
68402033,No,,,
64263017,,,,
64372010,,,,
67805015,Yes,23.0,,
68232043,Yes,64.0,,
64346006,,,,
64431056,Yes,27.0,,
68097059,Yes,60.0,,
67700001,,,,
66837006,,,,
68119035,Yes,27.0,,
65988010,,,,
68301029,Yes,53.0,,
64344004,,,,
68232047,Yes,71.0,,
66837028,Yes,80.0,,
67799018,,,,
68301035,No,44.0,,
65988028,Yes,53.0,,
60983011,,,,
65883037,Yes,30.0,,
66382036,Yes,89.0,,
64357073,No,24.0,,
66264029,Yes,12.0,,
64264023,Yes,72.0,,
64247012,,,,
64262017,,,,
64358012,,,,
68158056,Yes,50.0,,
66837006,,,,
68304086,Yes,53.0,,
68444030,No,3.0,,
68405046,No,6.0,,
67843036,Yes,,,
68441010,,,,
64068037,Yes,32.0,,
67032001,,,,
67032059,No,,,
61177015,,,,
64392016,Yes,68.0,,
68097062,Yes,60.0,,
66891048,Yes,93.0,,
67845015,,,,
68158051,Yes,50.0,,
65042018,,,,
66837019,,,,
68449037,Yes,28.0,,
67843011,,,,
68402016,,,,
68158012,,,,
64248031,Yes,32.0,,
65459026,Yes,52.0,,
67703025,No,38.0,,
64281039,Yes,75.0,,
65179017,No,20.0,,
66451005,,,,
65042044,Yes,62.0,,
66837044,Yes,80.0,,
64392029,Yes,65.0,,
64352028,Yes,29.0,,
64281034,Yes,80.0,,
65687024,Yes,75.0,,
63066040,No,23.0,,
66382001,,,,
64282031,Yes,35.0,,
65473019,Yes,32.0,,
66891016,,,,
68304098,Yes,53.0,,
65687030,Yes,75.0,,
68304009,,,,
68304047,,,,
64358014,,,,
64262030,Yes,56.0,,
64357024,,,,
66837006,,,,
66303016,No,25.0,,
67803033,Yes,85.0,,
65358094,,,,
64236003,,,,
64262027,Yes,56.0,,
65988040,Yes,53.0,,
68304082,Yes,53.0,,
68444044,No,,,
67786029,Yes,37.0,,
67845043,Yes,56.0,,
68233029,,,,
64336044,Yes,30.0,,
64209027,Yes,96.0,,
65042025,,,,
67786031,No,30.0,,
68233023,,,,
65988033,Yes,53.0,,
64248036,Yes,32.0,,
68304069,Yes,53.0,,
67407025,,,,
67289005,,,,
65358013,,,,
67289053,Yes,58.0,,
64300017,,,,
67579044,No,,,
65687032,Yes,75.0,,
64295016,,,,
65987037,Yes,53.0,,
68301001,,,,
64336043,No,,,
65687029,Yes,75.0,,
64248011,,,,
64068014,,,,
64431055,Yes,27.0,,
65294040,Yes,33.0,,
65434036,Yes,100.0,,
64353016,,,,
67577042,Yes,79.0,,
65293036,Yes,30.0,,
66809048,Yes,77.0,,
64300005,,,,
65434028,No,,,
64260025,,,,
67032069,Yes,47.0,,
64364007,,,,
64336038,Yes,31.0,,
67803014,,,,
68302065,Yes,33.0,,
64347012,,,,
64343034,Yes,31.0,,
65496026,No,21.0,,
67577014,,,,
65436004,,,,
64262039,Yes,57.0,,
64067001,,,,
67826029,No,35.0,,
64264008,,,,
67034041,Yes,58.0,,
67842021,,,,
64361006,,,,
65358140,Yes,61.0,,
65476035,Yes,87.0,,
67786028,Yes,37.0,,
65883018,,,,
64338004,,,,
65459008,,,,
67579009,,,,
67842041,Yes,53.0,,
64283004,,,,
67288019,,,,
64346019,,,,
64067014,,,,
64067047,Yes,32.0,,
65687005,,,,
64353003,,,,
64330019,,,,
65882022,Yes,23.0,,
64260004,,,,
67407035,Yes,88.0,,
64209029,Yes,100.0,,
64236012,No,,,
66837006,,,,
64300008,,,,
67289040,,,,
65883004,,,,
59026012,,,,
67803011,,,,
67700042,No,3.0,,
67289030,,,,
67805024,Yes,23.0,,
65043015,,,,
65459010,,,,
67805022,Yes,21.0,,
62617024,Yes,30.0,,
67805014,No,,,
64357026,,,,
68449007,,,,
66303026,Yes,30.0,,
65749004,,,,
67703039,No,,,
67703009,,,,
68402012,,,,
66542019,,,,
64263004,,,,
64357093,Yes,35.0,,
67845007,,,,
65043011,,,,
64354031,Yes,28.0,,
64067026,No,,,
68097060,No,,,
65686023,Yes,75.0,,
65476015,,,,
65459016,Yes,52.0,,
64373001,,,,
65497021,Yes,55.0,,
64431054,Yes,23.0,,
65480015,,,,
64298050,Yes,,,
59026035,No,,,
64284011,,,,
64244039,No,,,
68096023,Yes,59.0,,
65436012,,,,
64329021,Yes,31.0,,
65358025,,,,
67799041,No,,,
68302006,,,,
65474020,Yes,58.0,,
64347010,,,,
64343011,,,,
67034074,Yes,58.0,,
64345011,,,,
67032027,,,,
64263034,Yes,50.0,,
68119016,,,,
64296017,,,,
65883040,Yes,28.0,,
66837006,,,,
64343038,Yes,30.0,,
67573030,No,,,
65883039,Yes,27.0,,
67573011,,,,
65043045,Yes,35.0,,
67577021,,,,
66542022,Yes,19.0,,
64244007,Yes,67.0,,
64372022,No,,,
67845038,Yes,56.0,,
64343012,,,,
67700014,,,,
67407040,Yes,88.0,,
64068007,,,,
67573022,,,,
67034051,Yes,59.0,,
64263029,Yes,53.0,,
67843022,,,,
67683042,Yes,31.0,,
67032068,Yes,48.0,,
67786027,Yes,38.0,,
61177019,,,,
64343005,,,,
65459023,Yes,51.0,,
65240092,Yes,27.0,,
65476050,No,,,
65984118,Yes,93.0,,
66382018,,,,
67032005,,,,
64174024,No,28.0,,
64247022,No,12.0,,
60984013,No,,,
64356004,,,,
65882027,Yes,23.0,,
64337014,,,,
64262049,No,,,
61177037,Yes,25.0,,
64260016,,,,
65687031,Yes,74.0,,
65240075,Yes,27.0,,
65480009,,,,
64354012,,,,
66451021,,,,
65984111,Yes,93.0,,
67577006,,,,
66922022,,,,
68444042,Yes,35.0,,
68232039,Yes,73.0,,
66264026,Yes,12.0,,
60409015,,,,
65687009,,,,
68232041,Yes,68.0,,
62617004,,,,
64282015,,,,
65984055,,,,
65043049,Yes,34.0,,
68304092,Yes,53.0,,
67289001,,,,
64281030,No,,,
65358187,No,,,
66451022,,,,
65987010,,,,
65461022,Yes,15.0,,
64295048,Yes,55.0,,
64186031,Yes,57.0,,
65474012,,,,
66451027,Yes,99.0,,
67034032,,,,
64329023,No,,,
60929014,,,,
66264007,,,,
67032043,Yes,49.0,,
64336022,,,,
65984119,Yes,93.0,,
68233037,Yes,69.0,,
64373034,Yes,44.0,,
64346024,Yes,35.0,,
66837006,,,,
67683025,,,,
60984006,,,,
64300029,No,,,
64431049,Yes,26.0,,
64300019,,,,
67579030,No,40.0,,
68402021,,,,
65882040,Yes,23.0,,
65042023,,,,
65493004,,,,
65042029,Yes,64.0,,
64336034,Yes,30.0,,
64336007,,,,
66382030,Yes,98.0,,
65984030,,,,
66382044,Yes,89.0,,
68441009,,,,
64068049,Yes,32.0,,
65461023,No,,,
67845029,Yes,57.0,,
64346032,Yes,35.0,,
68233020,,,,
67460006,,,,
64295017,,,,
67703018,,,,
67573034,Yes,80.0,,
65493006,,,,
65358011,,,,
68302049,Yes,33.0,,
64329004,,,,
66837006,,,,
68158073,No,,,
67407037,Yes,88.0,,
64297050,Yes,48.0,,
68449050,No,,,
64344001,,,,
66837006,,,,
60929022,No,,,
65211002,,,,
64338035,Yes,32.0,,
66264028,No,,,
65358184,Yes,61.0,,
67407022,,,,
68357040,Yes,53.0,,
64357091,Yes,35.0,,
64373014,,,,
64281030,No,,,
67032060,Yes,49.0,,
67703023,No,38.0,,
68097023,,,,
64295004,,,,
64298013,,,,
68444043,No,,,
68233013,,,,
68402045,No,,,
61177040,Yes,25.0,,
64186027,Yes,57.0,,
64281030,No,,,
65043038,Yes,35.0,,
64337017,,,,
64174031,Yes,55.0,,
68302018,,,,
67826041,Yes,59.0,,
68096003,,,,
64330014,,,,
68405033,Yes,79.0,,
66809011,,,,
64356030,Yes,29.0,,
67842023,,,,
65749007,,,,
66542016,,,,
65984022,,,,
64344009,Yes,29.0,,
60409041,Yes,57.0,,
67842001,,,,
68301040,Yes,53.0,,
64431058,Yes,27.0,,
66837006,,,,
65984076,Yes,93.0,,
67845016,,,,
65496020,No,,,
65294011,,,,
64356037,No,,,
64300023,No,,,
67703017,,,,
67573002,,,,
68233017,,,,
65481012,,,,
68158068,Yes,50.0,,
67289056,Yes,60.0,,
64392019,Yes,65.0,,
64281006,,,,
63066027,Yes,56.0,,
64248025,Yes,32.0,,
67683045,Yes,,,
64337046,Yes,30.0,,
64431012,,,,
66837045,Yes,80.0,,
64068050,Yes,31.0,,
64068021,,,,
64373006,,,,
65232009,,,,
64338010,,,,
64346029,Yes,35.0,,
68301022,Yes,53.0,,
66382023,,,,
64209005,,,,
67803025,,,,
67034071,Yes,60.0,,
65232017,Yes,50.0,,
67034022,,,,
65496003,,,,
65240017,,,,
64352017,,,,
68301013,,,,
64337010,,,,
67579035,No,,,
68304040,,,,
66542033,Yes,20.0,,
68304006,,,,
64297032,No,,,
68304051,Yes,53.0,,
64248038,Yes,32.0,,
64186045,Yes,57.0,,
64353012,,,,
64281012,,,,
67288010,,,,
64262014,,,,
66382014,,,,
65986011,,,,
67700022,,,,
68158028,,,,
64356031,Yes,28.0,,
64347020,No,,,
67460020,,,,
65882030,Yes,23.0,,
64357006,,,,
68158042,Yes,50.0,,
68119021,Yes,27.0,,
64361015,Yes,52.0,,
67826049,Yes,57.0,,
61177024,Yes,24.0,,
64364011,,,,
65434031,No,,,
65480010,,,,
64330009,,,,
67034031,,,,
67703006,,,,
67843023,,,,
64336036,Yes,31.0,,
64357044,,,,
66837006,,,,
68302054,Yes,33.0,,
64354013,,,,
66922041,Yes,20.0,,
68449012,,,,
68357043,Yes,53.0,,
67460050,Yes,80.0,,
68304026,,,,
68302011,,,,
65882028,Yes,23.0,,
66086034,Yes,106.0,,
60409004,,,,
64297016,,,,
67703028,No,38.0,,
65436014,,,,
68441048,Yes,86.0,,
67703032,No,38.0,,
60929021,Yes,59.0,,
64209012,,,,
67288035,No,,,
64357094,Yes,35.0,,
67032062,Yes,49.0,,
64282007,,,,
64295001,,,,
65294028,Yes,32.0,,
63066028,No,16.0,,
64358009,,,,
64283025,Yes,32.0,,
65436010,,,,
65882038,Yes,23.0,,
64067027,Yes,32.0,,
65687004,,,,
67288002,,,,
66837006,,,,
64338002,,,,
65493032,No,3.0,,
68158075,Yes,50.0,,
65476013,,,,
64431006,,,,
64338021,Yes,35.0,,
66809050,Yes,78.0,,
64345023,Yes,33.0,,
67288027,Yes,24.0,,
65434024,Yes,100.0,,
65459006,,,,
67843027,Yes,,,
64300001,,,,
64336006,,,,
68441029,Yes,85.0,,
68441050,Yes,81.0,,
68449043,Yes,28.0,,
65240002,,,,
64068036,Yes,32.0,,
67288006,,,,
64209024,,,,
64357020,,,,
66837006,,,,
66891032,Yes,89.0,,
64296002,,,,
65986001,,,,
64357060,No,,,
65240047,,,,
65358026,,,,
64357082,Yes,35.0,,
67842006,,,,
62617002,,,,
67460029,Yes,80.0,,
67288030,No,,,
65358116,Yes,61.0,,
64296048,Yes,52.0,,
67573006,,,,
65358169,No,,,
64264017,,,,
65749005,,,,
64263022,,,,
64300003,,,,
59026025,No,1.0,,
68232042,Yes,73.0,,
68402004,,,,
65497002,,,,
59026031,Yes,71.0,,
65480001,,,,
68441043,Yes,90.0,,
66264032,Yes,12.0,,
64392007,,,,
67845037,Yes,56.0,,
64338012,,,,
65358138,Yes,61.0,,
64174002,,,,
64347008,,,,
64284017,Yes,26.0,,
64329002,,,,
66837021,,,,
64263035,Yes,53.0,,
64329019,,,,
64353002,,,,
64068029,Yes,31.0,,
67700033,No,,,
64260031,Yes,53.0,,
66891018,,,,
65753039,Yes,64.0,,
60409018,,,,
67032072,Yes,50.0,,
68097079,Yes,60.0,,
67288009,,,,
65358074,,,,
67826045,,,,
64296016,,,,
66451010,,,,
68301021,,,,
65240015,,,,
64372004,,,,
65497018,No,11.0,,
66891010,,,,
64273018,Yes,33.0,,
60983014,,,,
64067049,Yes,32.0,,
64352027,Yes,30.0,,
65987001,,,,
68302050,Yes,33.0,,
68097065,Yes,60.0,,
65293009,,,,
66451012,,,,
64357052,Yes,35.0,,
64329020,,,,
67579041,Yes,80.0,,
64344007,,,,
64236017,Yes,100.0,,
67577024,,,,
64431050,Yes,27.0,,
62617021,Yes,30.0,,
66837035,Yes,74.0,,
65496005,,,,
64174007,Yes,55.0,,
64282036,Yes,35.0,,
59026017,,,,
64298004,,,,
64186046,No,,,
65988007,,,,
65984013,,,,
65294009,,,,
64364006,,,,
66837006,,,,
64329031,No,3.0,,
66451020,,,,
64281030,No,,,
64361016,Yes,52.0,,
67799048,Yes,7.0,,
68386006,,,,
65984068,Yes,93.0,,
64353020,,,,
65293022,Yes,30.0,,
64273023,Yes,33.0,,
65476009,,,,
64353022,Yes,33.0,,
64343001,,,,
65476032,No,1.0,,
66837024,,,,
64264003,,,,
66809003,,,,
68304090,Yes,53.0,,
65358012,,,,
65434021,Yes,99.0,,
67577008,,,,
67703027,No,38.0,,
65293010,,,,
65984071,Yes,93.0,,
65476045,Yes,85.0,,
65481018,Yes,58.0,,
64344005,,,,
65434018,,,,
64247007,,,,
64297035,Yes,44.0,,
68097043,Yes,60.0,,
64260033,No,43.0,,
64343040,Yes,31.0,,
64282001,,,,
64345003,,,,
64282024,Yes,35.0,,
65358174,Yes,60.0,,
67843045,No,,,
64356017,,,,
67805005,,,,
66837006,,,,
64283022,No,,,
64262019,,,,
64353006,,,,
64295024,,,,
65358137,No,,,
64281023,Yes,79.0,,
64361010,Yes,51.0,,
67579027,Yes,80.0,,
65042011,,,,
64297048,Yes,47.0,,
68449014,,,,
64361018,Yes,51.0,,
64209032,Yes,100.0,,
65240043,,,,
64298005,,,,
59026023,No,5.0,,
64354007,,,,
66382026,Yes,90.0,,
64358004,,,,
64297023,,,,
66891003,,,,
64330018,,,,
60409006,,,,
66264003,,,,
67845005,,,,
64356026,Yes,29.0,,
65436002,,,,
65882003,,,,
60409034,Yes,59.0,,
64244019,,,,
65436021,Yes,65.0,,
64300026,Yes,97.0,,
65686024,No,52.0,,
65461020,Yes,14.0,,
64298022,,,,
64392015,,,,
64244013,Yes,62.0,,
65358195,Yes,61.0,,
64283029,No,,,
65473021,Yes,32.0,,
64260022,,,,
66837023,,,,
65686026,No,3.0,,
67289063,Yes,60.0,,
66891014,,,,
64354011,,,,
68304045,,,,
65179002,,,,
64186050,No,,,
67805011,,,,
68232033,Yes,68.0,,
64392003,,,,
66382039,Yes,94.0,,
67842004,,,,
66837006,,,,
67703014,,,,
60409040,Yes,59.0,,
67579019,,,,
64297027,Yes,48.0,,
65986014,,,,
67573038,Yes,80.0,,
68096029,Yes,59.0,,
67288040,Yes,23.0,,
67032009,,,,
68402038,Yes,50.0,,
64209044,No,,,
67842009,,,,
68449031,Yes,28.0,,
64373013,,,,
64209046,Yes,99.0,,
65293006,,,,
64372021,Yes,68.0,,
68304066,Yes,53.0,,
65493042,No,56.0,,
65686033,Yes,75.0,,
64260010,,,,
65493024,,,,
65753004,,,,
64373031,Yes,43.0,,
64260021,,,,
64297005,,,,
68232035,Yes,67.0,,
64281015,,,,
66086043,Yes,103.0,,
65753007,,,,
64329011,,,,
63066016,,,,
66891033,No,,,
64330024,No,21.0,,
68302044,No,,,
67577040,No,,,
64236015,Yes,108.0,,
64361011,Yes,45.0,,
64260003,,,,
65434015,,,,
64247040,Yes,71.0,,
59026028,No,,,
64337018,,,,
65358034,,,,
67786039,Yes,38.0,,
64356029,Yes,29.0,,
67843020,,,,
64344025,No,,,
64358011,,,,
65042036,Yes,64.0,,
66922075,Yes,20.0,,
67703038,No,38.0,,
64186033,Yes,58.0,,
67842045,Yes,54.0,,
64263024,,,,
65358086,,,,
67805013,Yes,22.0,,
64338034,Yes,33.0,,
64338006,,,,
66922077,No,,,
64352004,,,,
63066019,,,,
67289034,,,,
64364010,,,,
65294039,Yes,32.0,,
67845009,,,,
67842029,Yes,48.0,,
68386041,Yes,33.0,,
65043024,,,,
64260018,,,,
60929009,,,,
67842017,,,,
67288032,Yes,24.0,,
67577009,,,,
67700006,,,,
65987042,No,,,
65358035,,,,
68304003,,,,
64273020,Yes,33.0,,
68304094,Yes,53.0,,
64244038,No,,,
67700008,,,,
64372001,,,,
64284006,,,,
65687028,Yes,75.0,,
67577045,Yes,79.0,,
65753018,,,,
64174004,,,,
65984094,Yes,93.0,,
64248006,,,,
65358131,Yes,61.0,,
68444013,,,,
65474002,,,,
64357046,,,,
65240106,Yes,27.0,,
65984006,,,,
64357050,,,,
67786013,,,,
66922038,,,,
66809045,Yes,79.0,,
64247027,Yes,76.0,,
65493045,No,35.0,,
64295028,No,,,
66086039,Yes,97.0,,
65984080,Yes,93.0,,
65476002,,,,
65459004,,,,
68302019,,,,
64263026,No,,,
65473024,No,1.0,,
65987005,,,,
65043048,Yes,36.0,,
65882018,,,,
66542037,Yes,20.0,,
64264015,,,,
68158029,,,,
66837006,,,,
64337044,Yes,29.0,,
68304054,Yes,53.0,,
64354018,,,,
64295027,Yes,58.0,,
66451014,,,,
65358191,Yes,61.0,,
64247038,Yes,80.0,,
64336008,,,,
65240109,Yes,27.0,,
65496027,Yes,60.0,,
64343025,Yes,31.0,,
68158002,,,,
64356022,Yes,28.0,,
65753006,,,,
68158020,,,,
65984062,Yes,93.0,,
64344015,,,,
64281005,,,,
64330002,,,,
67288005,,,,
64347016,Yes,72.0,,
64068048,Yes,32.0,,
66837006,,,,
65984043,,,,
67032053,Yes,50.0,,
68096007,,,,
67407008,,,,
67034005,,,,
64357062,Yes,35.0,,
64300002,,,,
65988044,Yes,53.0,,
64260027,Yes,59.0,,
65984021,,,,
64337036,Yes,30.0,,
64248037,No,12.0,,
67034009,,,,
64263006,,,,
64262009,,,,
65211010,,,,
64296003,,,,
68304048,,,,
65473027,No,1.0,,
64244024,No,,,
67799021,,,,
64282002,,,,
68441027,Yes,90.0,,
68097017,,,,
67842049,No,,,
68441004,,,,
68097024,,,,
64281030,No,,,
65459027,Yes,51.0,,
68097053,Yes,60.0,,
63066044,No,39.0,,
67799046,Yes,7.0,,
64282030,Yes,34.0,,
68405001,,,,
68301026,Yes,53.0,,
65042026,Yes,64.0,,
65358056,,,,
65984081,Yes,93.0,,
67700028,Yes,46.0,,
67826026,,,,
65358031,,,,
66542038,Yes,20.0,,
68302015,,,,
68444032,Yes,36.0,,
64297004,,,,
68444039,No,,,
64186024,,,,
64353018,,,,
66451011,,,,
65358145,Yes,61.0,,
65474027,No,,,
65882017,,,,
67845004,,,,
64209036,No,,,
67579001,,,,
68158080,No,,,
64282019,,,,
65042035,Yes,64.0,,
65293004,,,,
64336039,No,,,
64209022,,,,
67683048,Yes,,,
64352025,No,,,
64354034,Yes,31.0,,
67288038,Yes,24.0,,
67703035,No,38.0,,
68097002,,,,
64431043,Yes,26.0,,
66837006,,,,
68097013,,,,
65211020,Yes,25.0,,
67842011,,,,
68158044,Yes,50.0,,
68158072,Yes,50.0,,
64300036,Yes,97.0,,
64273029,No,,,
64357031,,,,
65232024,Yes,50.0,,
60984007,,,,
67799015,,,,
64338039,Yes,35.0,,
65179009,,,,
68097077,Yes,60.0,,
64352024,Yes,26.0,,
64260002,,,,
64260040,Yes,54.0,,
68386037,Yes,35.0,,
64346040,Yes,35.0,,
65240026,,,,
67843044,Yes,,,
64174041,No,,,
59026018,,,,
67700007,,,,
67032054,Yes,48.0,,
68386021,,,,
66837006,,,,
64329039,Yes,31.0,,
64337019,,,,
65232003,,,,
64352033,No,,,
65984034,,,,
63066007,,,,
67460048,No,,,
